transaction_id,transaction_date,month_start,tx_year,tx_month,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,current_age,gender,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,card_brand,card_type,card_has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,credit_score_band,age_group,utilization_ratio
7476013,"2010-01-01 07:54:00",2010-01-01,2010,1,472,3826,64.00,0,61195,"Round Lake",IL,60073,5541,,50,Male,0.00,0.00,0.00,672,4,Visa,Credit,0,2,11300.00,2007-07-01,2007,0,"Fair (650-699)",45-54,0.0057
7476014,"2010-01-01 07:54:00",2010-01-01,2010,1,1248,5787,5.66,0,35451,Janesville,WI,53546,5812,,51,Female,0.00,0.00,0.00,698,3,Amex,Credit,0,1,9600.00,2003-12-01,2010,0,"Fair (650-699)",45-54,0.0006
7476019,"2010-01-01 07:56:00",2010-01-01,2010,1,772,3678,4.45,0,50867,Gresham,OR,97080,5541,,62,Female,0.00,0.00,0.00,741,3,Mastercard,"Debit (Prepaid)",0,2,62.00,2002-07-01,2011,0,"Good (700-749)",55-64,0.0718
7476020,"2010-01-01 07:57:00",2010-01-01,2010,1,1317,5790,4.65,0,68671,Pleasantville,NJ,8232,5541,,41,Female,0.00,0.00,0.00,749,4,Mastercard,Debit,0,1,9059.00,2003-12-01,2008,0,"Good (700-749)",35-44,0.0005
7476021,"2010-01-01 07:57:00",2010-01-01,2010,1,1451,5530,29.91,0,32175,Compton,CA,90220,7538,,58,Female,0.00,0.00,0.00,719,4,Mastercard,Credit,0,2,6500.00,2008-11-01,2011,0,"Good (700-749)",55-64,0.0046
7476022,"2010-01-01 07:57:00",2010-01-01,2010,1,1825,4310,10.76,0,57153,Aurora,CO,80013,5812,,70,Female,0.00,0.00,0.00,718,4,Visa,Debit,0,1,23878.00,2009-08-01,2011,0,"Good (700-749)",65+,0.0005
7476023,"2010-01-01 07:58:00",2010-01-01,2010,1,319,248,76.32,0,9263,Fresno,CA,93727,5912,,67,Male,0.00,0.00,0.00,628,2,Visa,Credit,0,2,6800.00,2010-01-01,2010,0,"Poor (600-649)",65+,0.0112
7476026,"2010-01-01 08:00:00",2010-01-01,2010,1,115,4590,21.99,0,44919,"Cottage Grove",WI,53527,5814,,61,Male,0.00,0.00,0.00,748,6,Visa,"Debit (Prepaid)",0,2,52.00,2005-09-01,2008,0,"Good (700-749)",55-64,0.4229
7476027,"2010-01-01 08:00:00",2010-01-01,2010,1,469,2619,7.23,0,10855,Houston,TX,77010,5411,,67,Female,0.00,0.00,0.00,682,4,Visa,Debit,0,2,31504.00,2009-04-01,2014,0,"Fair (650-699)",65+,0.0002
7476028,"2010-01-01 08:00:00",2010-01-01,2010,1,1024,4241,5.27,0,61195,Andover,KS,67002,5541,,66,Male,0.00,0.00,0.00,739,4,Mastercard,Debit,0,1,20847.00,2008-08-01,2010,0,"Good (700-749)",65+,0.0003
7476030,"2010-01-01 08:01:00",2010-01-01,2010,1,69,5493,6.85,0,78605,Dover,OH,44622,5814,,54,Female,0.00,0.00,0.00,748,6,Mastercard,Credit,0,1,9300.00,2007-11-01,2014,0,"Good (700-749)",45-54,0.0007
7476031,"2010-01-01 08:01:00",2010-01-01,2010,1,379,3881,2.23,0,35451,Selma,AL,36701,5812,,47,Female,0.00,0.00,0.00,765,3,Mastercard,Debit,0,1,24232.00,2009-07-01,2009,0,"Excellent (750+)",45-54,0.0001
7476032,"2010-01-01 08:01:00",2010-01-01,2010,1,870,1039,1.22,0,14528,Waldorf,MD,20603,5499,,63,Female,0.00,0.00,0.00,821,3,Visa,Debit,0,1,28937.00,2004-02-01,2008,0,"Excellent (750+)",55-64,0.0000
7476033,"2010-01-01 08:01:00",2010-01-01,2010,1,1041,2500,105.71,0,42636,Hallandale,FL,33009,7802,,48,Female,0.00,0.00,0.00,639,1,Visa,Debit,0,2,5579.00,2005-04-01,2010,0,"Poor (600-649)",45-54,0.0189
7476034,"2010-01-01 08:01:00",2010-01-01,2010,1,1193,2963,2.36,0,19159,Poughkeepsie,NY,12603,5411,,90,Female,0.00,0.00,0.00,717,5,Mastercard,Debit,0,1,22858.00,2008-05-01,2010,0,"Good (700-749)",65+,0.0001
7476035,"2010-01-01 08:01:00",2010-01-01,2010,1,1315,5434,0.99,0,14528,Louisville,IL,62858,5499,,57,Female,0.00,0.00,0.00,753,4,Mastercard,Credit,0,1,10600.00,2005-11-01,2009,0,"Excellent (750+)",55-64,0.0001
7476037,"2010-01-01 08:01:00",2010-01-01,2010,1,1463,5499,0.78,0,14528,Kerhonkson,NY,12446,5499,,80,Female,0.00,0.00,0.00,732,4,Mastercard,Debit,0,1,13930.00,2007-11-01,2010,0,"Good (700-749)",65+,0.0001
7476038,"2010-01-01 08:01:00",2010-01-01,2010,1,1636,3338,1.12,0,86438,"Kansas City",MO,64124,5499,,49,Male,0.00,0.00,0.00,695,4,Amex,Credit,0,1,6900.00,2007-06-01,2008,0,"Fair (650-699)",45-54,0.0002
7476039,"2010-01-01 08:01:00",2010-01-01,2010,1,1736,113,8.21,0,59952,Brooklyn,NY,11211,5812,,43,Male,0.00,0.00,0.00,695,4,Visa,Debit,0,1,23631.00,2006-01-01,2014,0,"Fair (650-699)",35-44,0.0003
7476040,"2010-01-01 08:02:00",2010-01-01,2010,1,1222,1076,1.47,0,82981,Jerome,ID,83338,5912,,42,Female,0.00,0.00,0.00,600,1,Visa,Debit,0,2,1436.00,2005-02-01,2005,0,"Poor (600-649)",35-44,0.0010
7476041,"2010-01-01 08:02:00",2010-01-01,2010,1,1561,3386,6.35,0,83229,Lancaster,SC,29720,5411,,78,Female,0.00,0.00,0.00,759,4,Mastercard,Credit,0,1,17900.00,2008-06-01,2010,0,"Excellent (750+)",65+,0.0004
7476042,"2010-01-01 08:02:00",2010-01-01,2010,1,1591,2043,23.89,0,59935,Omaha,NE,68106,5499,,58,Female,0.00,0.00,0.00,698,6,Mastercard,Debit,0,1,12358.00,2003-03-01,2003,0,"Fair (650-699)",55-64,0.0019
7476043,"2010-01-01 08:03:00",2010-01-01,2010,1,44,2932,60.00,0,27092,Medford,OR,97501,4829,,85,Male,0.00,0.00,0.00,680,3,Mastercard,Debit,0,2,9707.00,2007-05-01,2009,0,"Fair (650-699)",65+,0.0062
7476045,"2010-01-01 08:03:00",2010-01-01,2010,1,1479,1139,26.76,0,49463,Atlanta,GA,30310,7538,,32,Male,0.00,0.00,0.00,805,1,Mastercard,Credit,0,1,2800.00,2008-02-01,2010,0,"Excellent (750+)",25-34,0.0096
7476046,"2010-01-01 08:03:00",2010-01-01,2010,1,1591,2043,-80.00,0,59935,Omaha,NE,68106,5499,,58,Female,0.00,0.00,0.00,698,6,Mastercard,Debit,0,1,12358.00,2003-03-01,2003,0,"Fair (650-699)",55-64,-0.0065
7476047,"2010-01-01 08:04:00",2010-01-01,2010,1,274,4564,56.57,0,46965,Washington,DC,20011,7538,,43,Female,0.00,0.00,0.00,799,3,Visa,Debit,0,1,20961.00,2004-09-01,2010,0,"Excellent (750+)",35-44,0.0027
7476048,"2010-01-01 08:04:00",2010-01-01,2010,1,437,5454,6.40,0,61195,Arnold,MD,21012,5541,,46,Female,0.00,0.00,0.00,718,3,Mastercard,Debit,0,1,35500.00,2006-11-01,2011,0,"Good (700-749)",45-54,0.0002
7476049,"2010-01-01 08:04:00",2010-01-01,2010,1,1241,3724,100.00,0,27092,Lebanon,IN,46052,4829,,40,Female,0.00,0.00,0.00,814,3,Visa,Debit,0,2,14079.00,2004-07-01,2015,0,"Excellent (750+)",35-44,0.0071
7476050,"2010-01-01 08:04:00",2010-01-01,2010,1,1678,5921,14.37,0,53889,Wethersfield,CT,6109,5310,,36,Male,0.00,0.00,0.00,685,3,Amex,Credit,0,1,12600.00,2008-12-01,2008,0,"Fair (650-699)",35-44,0.0011
7476051,"2010-01-01 08:05:00",2010-01-01,2010,1,447,5405,1.59,0,86438,Muskegon,MI,49441,5499,,79,Male,0.00,0.00,0.00,796,5,Mastercard,Debit,0,1,16034.00,2004-11-01,2013,0,"Excellent (750+)",65+,0.0001
7476052,"2010-01-01 08:05:00",2010-01-01,2010,1,520,5104,130.92,0,45523,Mifflinville,PA,18631,5912,,45,Male,0.00,0.00,0.00,766,5,Amex,Credit,0,1,13300.00,2008-10-01,2014,0,"Excellent (750+)",45-54,0.0098
7476053,"2010-01-01 08:05:00",2010-01-01,2010,1,705,4597,8.20,0,87625,Oakland,CA,94601,5812,,84,Female,0.00,0.00,0.00,609,2,Mastercard,"Debit (Prepaid)",0,2,23.00,2006-09-01,2010,0,"Poor (600-649)",65+,0.3565
7476056,"2010-01-01 08:05:00",2010-01-01,2010,1,1393,3018,2.14,0,61195,"North Bend",NE,68649,5541,,52,Female,0.00,0.00,0.00,692,2,Visa,Debit,0,2,8845.00,2009-05-01,2010,0,"Fair (650-699)",45-54,0.0002
7476057,"2010-01-01 08:05:00",2010-01-01,2010,1,1406,3883,2.40,0,50783,Tulsa,OK,74127,5411,,36,Male,0.00,0.00,0.00,712,2,Mastercard,Credit,0,1,6100.00,2009-07-01,2012,0,"Good (700-749)",35-44,0.0004
7476060,"2010-01-01 08:06:00",2010-01-01,2010,1,1877,5449,45.91,0,89069,Seattle,WA,98146,5251,,65,Male,0.00,0.00,0.00,714,4,Amex,Credit,0,2,22600.00,2006-11-01,2014,0,"Good (700-749)",65+,0.0020
7476061,"2010-01-01 08:07:00",2010-01-01,2010,1,236,4560,4.57,0,20519,Garwood,TX,77442,5942,,36,Female,0.00,0.00,0.00,540,1,Visa,Debit,0,2,6076.00,2004-09-01,2011,0,"Very Poor (<600)",35-44,0.0008
7476063,"2010-01-01 08:07:00",2010-01-01,2010,1,669,3793,3.02,0,96974,Plattsburgh,NY,12901,5411,,38,Female,0.00,0.00,0.00,683,2,Visa,Credit,0,1,9900.00,2006-07-01,2011,0,"Fair (650-699)",35-44,0.0003
7476064,"2010-01-01 08:07:00",2010-01-01,2010,1,996,3310,5.66,0,46284,Hollywood,FL,33024,5411,,63,Female,0.00,0.00,0.00,738,6,Mastercard,Debit,0,2,18861.00,2006-06-01,2011,0,"Good (700-749)",55-64,0.0003
7476065,"2010-01-01 08:07:00",2010-01-01,2010,1,1323,2980,2.22,0,88646,Lordsburg,NM,88045,5812,,36,Female,0.00,0.00,0.00,719,4,Visa,Debit,0,1,14074.00,2008-05-01,2009,0,"Good (700-749)",35-44,0.0002
7476068,"2010-01-01 08:08:00",2010-01-01,2010,1,576,5968,3.36,0,89263,Marietta,GA,30067,5411,,68,Female,0.00,0.00,0.00,638,7,Mastercard,Debit,0,2,27947.00,2009-12-01,2011,0,"Poor (600-649)",65+,0.0001
7476069,"2010-01-01 08:08:00",2010-01-01,2010,1,847,5581,0.72,0,87625,"Fort Gibson",OK,74434,5812,,81,Female,0.00,0.00,0.00,591,6,Visa,Credit,0,1,8600.00,2009-11-01,2014,0,"Very Poor (<600)",65+,0.0001
7476070,"2010-01-01 08:08:00",2010-01-01,2010,1,1098,4626,-66.00,0,50867,Hawarden,IA,51023,5541,,50,Male,0.00,0.00,0.00,752,4,Visa,Debit,0,1,12640.00,2006-09-01,2009,0,"Excellent (750+)",45-54,-0.0052
7476071,"2010-01-01 08:08:00",2010-01-01,2010,1,1379,2604,82.74,0,20645,"Clinton Township",MI,48036,5300,,76,Male,0.00,0.00,0.00,701,4,Mastercard,Debit,0,1,16668.00,2009-04-01,2009,0,"Good (700-749)",65+,0.0050
7476072,"2010-01-01 08:08:00",2010-01-01,2010,1,1629,4290,4.17,0,20884,"Fort Lauderdale",FL,33313,5812,,42,Female,0.00,0.00,0.00,598,1,Mastercard,Debit,0,2,18776.00,2009-08-01,2012,0,"Very Poor (<600)",35-44,0.0002
7476073,"2010-01-01 08:09:00",2010-01-01,2010,1,37,1183,-90.00,0,59935,Kirkville,NY,13082,5499,,41,Female,0.00,0.00,0.00,683,4,Mastercard,Debit,0,1,16315.00,2009-02-01,2010,0,"Fair (650-699)",35-44,-0.0055
7476074,"2010-01-01 08:09:00",2010-01-01,2010,1,37,1183,25.89,0,59935,Kirkville,NY,13082,5499,,41,Female,0.00,0.00,0.00,683,4,Mastercard,Debit,0,1,16315.00,2009-02-01,2010,0,"Fair (650-699)",35-44,0.0016
7476076,"2010-01-01 08:09:00",2010-01-01,2010,1,1098,4626,66.00,0,50867,Hawarden,IA,51023,5541,,50,Male,0.00,0.00,0.00,752,4,Visa,Debit,0,1,12640.00,2006-09-01,2009,0,"Excellent (750+)",45-54,0.0052
7476077,"2010-01-01 08:10:00",2010-01-01,2010,1,474,3844,0.60,0,25857,"Williston Park",NY,11596,5812,,55,Male,0.00,0.00,0.00,683,6,Mastercard,Debit,0,2,33723.00,2008-07-01,2010,0,"Fair (650-699)",55-64,0.0000
7476078,"2010-01-01 08:10:00",2010-01-01,2010,1,860,5412,28.05,0,36385,"Silver Spring",MD,20901,5813,,55,Male,0.00,0.00,0.00,692,4,Mastercard,Debit,0,1,34722.00,2004-11-01,2010,0,"Fair (650-699)",55-64,0.0008
7476080,"2010-01-01 08:11:00",2010-01-01,2010,1,1031,2565,4.57,0,38422,Bennett,CO,80102,5812,,61,Male,0.00,0.00,0.00,689,8,Mastercard,Debit,0,2,31604.00,2008-04-01,2014,0,"Fair (650-699)",55-64,0.0001
7476081,"2010-01-01 08:11:00",2010-01-01,2010,1,1084,3454,4.00,0,4392,Tacoma,WA,98403,5411,,36,Male,0.00,0.00,0.00,775,4,Visa,Debit,0,1,35268.00,2009-06-01,2009,0,"Excellent (750+)",35-44,0.0001
7476084,"2010-01-01 08:11:00",2010-01-01,2010,1,1995,1196,18.72,0,81833,Chambersburg,PA,17202,5912,,64,Female,0.00,0.00,0.00,605,4,Visa,Debit,0,2,11268.00,2009-02-01,2013,0,"Poor (600-649)",55-64,0.0017
7476086,"2010-01-01 08:12:00",2010-01-01,2010,1,1575,2112,1.26,0,14528,Sarasota,FL,34235,5499,,51,Female,0.00,0.00,0.00,724,4,Mastercard,Debit,0,1,18138.00,2006-03-01,2008,0,"Good (700-749)",45-54,0.0001
7476087,"2010-01-01 08:13:00",2010-01-01,2010,1,1294,2591,32.72,0,51769,Union,NJ,7083,5912,,39,Female,0.00,0.00,0.00,730,2,Visa,Debit,0,2,14477.00,2008-04-01,2008,0,"Good (700-749)",35-44,0.0023
7476088,"2010-01-01 08:14:00",2010-01-01,2010,1,779,4558,61.94,0,50783,Richardson,TX,75080,5411,,81,Female,0.00,0.00,0.00,755,5,Mastercard,Debit,0,2,10656.00,2004-09-01,2011,0,"Excellent (750+)",65+,0.0058
7476089,"2010-01-01 08:14:00",2010-01-01,2010,1,1198,2804,10.64,0,11468,Austin,TX,78705,5970,,82,Male,0.00,0.00,0.00,820,2,Visa,Debit,0,2,12764.00,1999-05-01,2010,0,"Excellent (750+)",65+,0.0008
7476090,"2010-01-01 08:14:00",2010-01-01,2010,1,1969,4981,1.64,0,88646,Bradenton,FL,34212,5812,,84,Male,0.00,0.00,0.00,733,5,Discover,Credit,0,1,12300.00,2003-10-01,2010,0,"Good (700-749)",65+,0.0001
7476091,"2010-01-01 08:15:00",2010-01-01,2010,1,127,988,87.13,0,37972,Luverne,AL,36049,5300,,48,Male,0.00,0.00,0.00,729,3,Mastercard,Credit,0,1,10600.00,2001-02-01,2010,0,"Good (700-749)",45-54,0.0082
7476092,"2010-01-01 08:15:00",2010-01-01,2010,1,819,3245,40.00,0,27092,Pittsburgh,PA,15236,4829,,55,Female,0.00,0.00,0.00,687,3,Visa,Credit,0,1,8400.00,2002-06-01,2010,0,"Fair (650-699)",55-64,0.0048
7476093,"2010-01-01 08:15:00",2010-01-01,2010,1,1813,4638,1.81,0,35451,"White House",TN,37188,5812,,35,Female,0.00,0.00,0.00,808,4,Mastercard,Credit,0,1,12300.00,2007-09-01,2008,0,"Excellent (750+)",35-44,0.0001
7476096,"2010-01-01 08:16:00",2010-01-01,2010,1,1269,4239,1.70,0,1903,Chicago,IL,60616,5812,,56,Male,0.00,0.00,0.00,676,2,Mastercard,Debit,0,2,17850.00,2008-08-01,2008,0,"Fair (650-699)",55-64,0.0001
7476097,"2010-01-01 08:16:00",2010-01-01,2010,1,1541,3253,37.37,0,43293,Clinton,TN,37716,5499,,48,Female,0.00,0.00,0.00,681,5,Mastercard,Credit,0,2,10600.00,2003-06-01,2008,0,"Fair (650-699)",45-54,0.0035
7476098,"2010-01-01 08:16:00",2010-01-01,2010,1,1941,2030,21.59,0,75781,Commerce,TX,75429,5411,,38,Male,0.00,0.00,0.00,740,3,Mastercard,Debit,0,2,22248.00,2002-03-01,2015,0,"Good (700-749)",35-44,0.0010
7476099,"2010-01-01 08:17:00",2010-01-01,2010,1,1171,3237,6.75,0,22938,Kailua,HI,96734,5812,,90,Male,0.00,0.00,0.00,781,5,Mastercard,"Debit (Prepaid)",0,2,87.00,2002-06-01,2007,0,"Excellent (750+)",65+,0.0776
7476100,"2010-01-01 08:17:00",2010-01-01,2010,1,1534,4250,5.14,0,50783,Blackwood,NJ,8012,5411,,36,Male,0.00,0.00,0.00,803,2,Mastercard,Debit,0,1,26136.00,2008-08-01,2009,0,"Excellent (750+)",35-44,0.0002
7476101,"2010-01-01 08:17:00",2010-01-01,2010,1,1591,2043,80.00,0,59935,Omaha,NE,68106,5499,,58,Female,0.00,0.00,0.00,698,6,Mastercard,Debit,0,1,12358.00,2003-03-01,2003,0,"Fair (650-699)",55-64,0.0065
7476104,"2010-01-01 08:18:00",2010-01-01,2010,1,1417,3397,51.19,0,32175,Holt,MI,48842,7538,,54,Female,0.00,0.00,0.00,835,5,Mastercard,Debit,0,1,28815.00,2008-06-01,2015,0,"Excellent (750+)",45-54,0.0018
7476106,"2010-01-01 08:19:00",2010-01-01,2010,1,615,5479,120.00,0,27092,Channelview,TX,77530,4829,,35,Female,0.00,0.00,0.00,713,2,Amex,Credit,0,1,19900.00,2007-11-01,2011,0,"Good (700-749)",35-44,0.0060
7476107,"2010-01-01 08:19:00",2010-01-01,2010,1,1786,1000,2.69,0,75781,Massillon,OH,44646,5411,,48,Female,0.00,0.00,0.00,755,5,Mastercard,Debit,0,1,8273.00,2002-02-01,2009,0,"Excellent (750+)",45-54,0.0003
7476108,"2010-01-01 08:21:00",2010-01-01,2010,1,804,17,10.60,0,22204,Houston,TX,77086,5541,,64,Male,0.00,0.00,0.00,812,5,Visa,Debit,0,2,18744.00,2000-01-01,2010,0,"Excellent (750+)",55-64,0.0006
7476109,"2010-01-01 08:21:00",2010-01-01,2010,1,1026,5398,5.50,0,61005,Dinuba,CA,93618,5411,,84,Male,0.00,0.00,0.00,714,4,Visa,Credit,0,1,1000.00,2003-11-01,2009,0,"Good (700-749)",65+,0.0055
7476110,"2010-01-01 08:21:00",2010-01-01,2010,1,1098,4626,30.89,0,50867,Hawarden,IA,51023,5541,,50,Male,0.00,0.00,0.00,752,4,Visa,Debit,0,1,12640.00,2006-09-01,2009,0,"Excellent (750+)",45-54,0.0024
7476111,"2010-01-01 08:21:00",2010-01-01,2010,1,1517,72,191.47,0,45003,Vienna,VA,22182,7996,,37,Male,0.00,0.00,0.00,764,4,Mastercard,Debit,0,2,19670.00,2005-01-01,2009,0,"Excellent (750+)",35-44,0.0097
7476112,"2010-01-01 08:21:00",2010-01-01,2010,1,1541,3253,90.00,0,43293,Clinton,TN,37716,5499,,48,Female,0.00,0.00,0.00,681,5,Mastercard,Credit,0,2,10600.00,2003-06-01,2008,0,"Fair (650-699)",45-54,0.0085
7476114,"2010-01-01 08:22:00",2010-01-01,2010,1,370,4127,11.77,0,61195,Ontario,CA,91764,5541,,61,Male,0.00,0.00,0.00,655,4,Mastercard,Debit,0,1,15377.00,2004-08-01,2011,0,"Fair (650-699)",55-64,0.0008
7476115,"2010-01-01 08:22:00",2010-01-01,2010,1,428,3842,20.13,0,42982,Canaan,NH,3741,7230,,39,Male,0.00,0.00,0.00,689,2,Mastercard,Credit,0,1,14300.00,2008-07-01,2008,0,"Fair (650-699)",35-44,0.0014
7476117,"2010-01-01 08:22:00",2010-01-01,2010,1,921,4675,7.91,0,22204,Spencerport,NY,14559,5541,,74,Male,0.00,0.00,0.00,779,8,Mastercard,Debit,0,1,30547.00,2008-09-01,2008,0,"Excellent (750+)",65+,0.0003
7476118,"2010-01-01 08:22:00",2010-01-01,2010,1,1490,5950,3.30,0,25717,Louisville,CO,80027,5812,,30,Female,0.00,0.00,0.00,761,4,Visa,Credit,0,1,11400.00,2008-12-01,2008,0,"Excellent (750+)",25-34,0.0003
7476119,"2010-01-01 08:22:00",2010-01-01,2010,1,1752,3880,7.50,0,12014,Abbeville,LA,70510,5814,,34,Female,0.00,0.00,0.00,810,1,Mastercard,Debit,0,2,9496.00,2009-07-01,2012,0,"Excellent (750+)",25-34,0.0008
7476120,"2010-01-01 08:23:00",2010-01-01,2010,1,13,2941,6.95,0,98374,Harned,KY,40144,5411,,52,Female,0.00,0.00,0.00,588,4,Visa,Debit,0,1,10629.00,2007-05-01,2008,0,"Very Poor (<600)",45-54,0.0007
7476121,"2010-01-01 08:23:00",2010-01-01,2010,1,667,5063,4.04,0,35451,Durham,NC,27713,5812,,83,Male,0.00,0.00,0.00,714,5,Visa,Debit,0,2,4599.00,2006-10-01,2013,0,"Good (700-749)",65+,0.0009
7476123,"2010-01-01 08:24:00",2010-01-01,2010,1,629,124,17.73,0,44578,"Ellicott City",MD,21043,5812,,72,Male,0.00,0.00,0.00,793,5,Amex,Credit,0,2,20900.00,2007-01-01,2007,0,"Excellent (750+)",65+,0.0008
7476125,"2010-01-01 08:24:00",2010-01-01,2010,1,1963,4565,23.02,0,88852,Vacaville,CA,95687,4121,,98,Male,0.00,0.00,0.00,821,7,Visa,Credit,0,1,20700.00,2004-09-01,2012,0,"Excellent (750+)",65+,0.0011
7476126,"2010-01-01 08:25:00",2010-01-01,2010,1,37,1183,90.00,0,59935,Kirkville,NY,13082,5499,,41,Female,0.00,0.00,0.00,683,4,Mastercard,Debit,0,1,16315.00,2009-02-01,2010,0,"Fair (650-699)",35-44,0.0055
7476127,"2010-01-01 08:25:00",2010-01-01,2010,1,573,3268,6.17,0,50867,Stapleton,GA,30823,5541,,52,Male,0.00,0.00,0.00,589,1,Amex,Credit,0,2,3400.00,2004-06-01,2008,0,"Very Poor (<600)",45-54,0.0018
7476128,"2010-01-01 08:25:00",2010-01-01,2010,1,804,1071,282.47,0,19363,Philpot,KY,42366,4112,,64,Male,0.00,0.00,0.00,812,5,Visa,Credit,0,1,8900.00,2005-02-01,2010,0,"Excellent (750+)",55-64,0.0317
7476129,"2010-01-01 08:25:00",2010-01-01,2010,1,1225,1163,17.16,0,24437,"San Rafael",CA,94901,4121,,54,Male,0.00,0.00,0.00,850,3,Visa,Credit,0,2,18600.00,2008-02-01,2011,0,"Excellent (750+)",45-54,0.0009
7476130,"2010-01-01 08:25:00",2010-01-01,2010,1,1274,2905,150.77,0,58739,Pascoag,RI,2859,5411,,49,Female,0.00,0.00,0.00,705,6,Mastercard,Debit,0,2,5391.00,2006-05-01,2013,0,"Good (700-749)",45-54,0.0280
7476131,"2010-01-01 08:25:00",2010-01-01,2010,1,1603,5981,2.02,0,49789,Challis,ID,83226,5541,,41,Male,0.00,0.00,0.00,762,4,Visa,"Debit (Prepaid)",0,2,79.00,2009-12-01,2009,0,"Excellent (750+)",35-44,0.0256
7476132,"2010-01-01 08:25:00",2010-01-01,2010,1,1634,2933,2.86,0,20519,"San Benito",TX,78586,5942,,66,Male,0.00,0.00,0.00,825,4,Mastercard,Credit,0,1,4400.00,2007-05-01,2014,0,"Excellent (750+)",65+,0.0007
7476133,"2010-01-01 08:26:00",2010-01-01,2010,1,1358,5135,4.12,0,65503,Middleton,WI,53562,5812,,69,Female,0.00,0.00,0.00,768,4,Visa,"Debit (Prepaid)",0,1,83.00,2008-10-01,2008,0,"Excellent (750+)",65+,0.0496
7476135,"2010-01-01 08:27:00",2010-01-01,2010,1,746,958,2.36,0,50783,Brooklyn,NY,11213,5411,,63,Male,0.00,0.00,0.00,689,4,Amex,Credit,0,1,6800.00,1996-02-01,2009,0,"Fair (650-699)",55-64,0.0003
7476137,"2010-01-01 08:27:00",2010-01-01,2010,1,1453,1117,-145.00,0,16790,"Spring Valley",NY,10977,3389,,37,Female,0.00,0.00,0.00,641,2,Mastercard,Debit,0,1,14561.00,2007-02-01,2015,0,"Poor (600-649)",35-44,-0.0100
7476138,"2010-01-01 08:27:00",2010-01-01,2010,1,1453,1117,189.87,0,16790,"Spring Valley",NY,10977,3389,,37,Female,0.00,0.00,0.00,641,2,Mastercard,Debit,0,1,14561.00,2007-02-01,2015,0,"Poor (600-649)",35-44,0.0130
7476141,"2010-01-01 08:28:00",2010-01-01,2010,1,59,1145,1.74,0,33526,"Sunland Park",NM,88063,5814,,85,Female,0.00,0.00,0.00,695,7,Mastercard,Debit,0,2,6397.00,2008-02-01,2015,0,"Fair (650-699)",65+,0.0003
7476142,"2010-01-01 08:29:00",2010-01-01,2010,1,1248,5787,3.45,0,56431,Lodi,WI,53555,5541,,51,Female,0.00,0.00,0.00,698,3,Amex,Credit,0,1,9600.00,2003-12-01,2010,0,"Fair (650-699)",45-54,0.0004
7476143,"2010-01-01 08:29:00",2010-01-01,2010,1,1540,5562,30.38,0,44521,Fairfield,OH,45014,5310,,55,Female,0.00,0.00,0.00,625,3,Mastercard,"Debit (Prepaid)",0,2,56.00,2009-11-01,2011,0,"Poor (600-649)",55-64,0.5425
7476144,"2010-01-01 08:29:00",2010-01-01,2010,1,1541,3253,-90.00,0,43293,Clinton,TN,37716,5499,,48,Female,0.00,0.00,0.00,681,5,Mastercard,Credit,0,2,10600.00,2003-06-01,2008,0,"Fair (650-699)",45-54,-0.0085
7476145,"2010-01-01 08:29:00",2010-01-01,2010,1,1619,5111,1.97,0,20519,Sherman,TX,75092,5942,,31,Male,0.00,0.00,0.00,747,4,Mastercard,Credit,0,1,8300.00,2008-10-01,2010,0,"Good (700-749)",25-34,0.0002
7476146,"2010-01-01 08:31:00",2010-01-01,2010,1,419,3792,7.90,0,33526,Vallecito,CA,95251,5814,,60,Male,0.00,0.00,0.00,734,5,Visa,Debit,0,1,12764.00,2006-07-01,2009,0,"Good (700-749)",55-64,0.0006
7476147,"2010-01-01 08:31:00",2010-01-01,2010,1,946,5403,6.83,0,61195,Latrobe,PA,15650,5541,,48,Male,0.00,0.00,0.00,781,4,Mastercard,Credit,0,1,10600.00,2004-11-01,2013,0,"Excellent (750+)",45-54,0.0006
7476148,"2010-01-01 08:31:00",2010-01-01,2010,1,1626,4572,1.76,0,71279,Cordova,TN,38018,5411,,58,Male,0.00,0.00,0.00,531,1,Amex,Credit,0,2,7200.00,2005-09-01,2011,0,"Very Poor (<600)",55-64,0.0002
7476149,"2010-01-01 08:32:00",2010-01-01,2010,1,542,4195,91.00,0,22204,"Oklahoma City",OK,73114,5541,,52,Female,0.00,0.00,0.00,704,5,Amex,Credit,0,2,12300.00,2007-08-01,2012,0,"Good (700-749)",45-54,0.0074
7476150,"2010-01-01 08:32:00",2010-01-01,2010,1,566,5577,44.60,0,22204,Manning,SC,29102,5541,,60,Female,0.00,0.00,0.00,814,5,Mastercard,Credit,0,1,10100.00,2009-11-01,2009,0,"Excellent (750+)",55-64,0.0044
7476151,"2010-01-01 08:32:00",2010-01-01,2010,1,779,2069,85.92,0,60569,Rockwall,TX,75087,5300,,81,Female,0.00,0.00,0.00,755,5,Mastercard,Credit,0,2,14200.00,2004-03-01,2010,0,"Excellent (750+)",65+,0.0061
